,CENSUS_YEAR,DGUID,ALT_GEO_CODE,GEO_LEVEL,GEO_NAME,TNR_SF,TNR_LF,DATA_QUALITY_FLAG,CHARACTERISTIC_ID,CHARACTERISTIC_NAME,CHARACTERISTIC_NOTE,C1_COUNT_TOTAL,SYMBOL,C2_COUNT_MEN+,SYMBOL.1,C3_COUNT_WOMEN+,SYMBOL.2,C10_RATE_TOTAL,SYMBOL.3,C11_RATE_MEN+,SYMBOL.4,C12_RATE_WOMEN+,SYMBOL.5
394779,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,130,    Average after-tax income in 2020 among recipients ($),,45560.0,,53400.0,,38960.0,,45560.0,,53400.0,,38960.0,
394780,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,131,  Number of market income recipients aged 15 years and over in private households in 2020 - 25% sample data,,11805.0,,5430.0,,6375.0,,82.3,,82.2,,82.4,
394781,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,132,    Average market income in 2020 among recipients ($),,59400.0,,73400.0,,47560.0,,59400.0,,73400.0,,47560.0,
394782,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,133,  Number of employment income recipients aged 15 years and over in private households in 2020 - 25% sample data,,8640.0,,4140.0,,4500.0,,60.2,,62.7,,58.1,
394783,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,134,    Average employment income in 2020 among recipients ($),,54000.0,,65700.0,,43240.0,,54000.0,,65700.0,,43240.0,
394784,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,135,  Number of government transfers recipients aged 15 years and over in private households in 2020 - 25% sample data,,11035.0,,4735.0,,6295.0,,76.9,,71.7,,81.3,
394785,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,136,    Average government transfers in 2020 among recipients ($),,6670.0,,6360.0,,6900.0,,6670.0,,6360.0,,6900.0,
394786,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,137,  Number of employment insurance benefits recipients aged 15 years and over in private households in 2020 - 25% sample data,,575.0,,215.0,,360.0,,4.0,,3.3,,4.7,
394787,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,138,    Average employment insurance benefits in 2020 among recipients ($),,6280.0,,5600.0,,6680.0,,6280.0,,5600.0,,6680.0,
394788,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,139,  Number of COVID-19 emergency and recovery benefits recipients aged 15 years and over in private households in 2020 - 25% sample data,,3470.0,,1635.0,,1835.0,,24.2,,24.8,,23.7,
394789,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,140,    Average COVID-19 emergency and recovery benefits in 2020 among recipients ($),,8450.0,,8510.0,,8400.0,,8450.0,,8510.0,,8400.0,
394790,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,141,Total - Employment income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data,12.0,14350.0,,6610.0,,7745.0,,100.0,,100.0,,100.0,
394791,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,142,  Number of employment income recipients in 2020 who worked full-year full-time in 2020 - 25% sample data,13.0,3520.0,,1925.0,,1595.0,,24.5,,29.1,,20.6,
394792,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,143,    Median employment income in 2020 for full-year full-time workers in 2020 ($),14.0,75000.0,,80000.0,,66500.0,,75000.0,,80000.0,,66500.0,
394793,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,144,    Average employment income in 2020 for full-year full-time workers in 2020 ($),15.0,96500.0,,111700.0,,78000.0,,96500.0,,111700.0,,78000.0,
394794,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,145,  Number of employment income recipients in 2020 who worked part-year or part-time in 2020 - 25% sample data,16.0,3720.0,,1535.0,,2185.0,,25.9,,23.2,,28.2,
394795,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,146,    Median employment income in 2020 of those who worked part-year or part-time in 2020 ($),,11700.0,,13000.0,,11100.0,,11700.0,,13000.0,,11100.0,
394796,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,147,    Average employment income in 2020 of those who worked part-year or part-time in 2020 ($),,24580.0,,27200.0,,22760.0,,24580.0,,27200.0,,22760.0,
394797,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,148,Composition of total income in 2020 of the population aged 15 years and over in private households (%) - 25% sample data,17.0,100.0,,100.0,,100.0,,100.0,,100.0,,100.0,
394798,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,149,  Market income (%),18.0,90.6,,93.0,,87.4,,90.6,,93.0,,87.4,
394799,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,150,    Employment income (%),19.0,60.2,,63.4,,56.2,,60.2,,63.4,,56.2,
394800,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,151,  Government transfers (%),20.0,9.5,,7.0,,12.5,,9.5,,7.0,,12.5,
394801,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,152,    Employment insurance benefits (%),,0.5,,0.3,,0.7,,0.5,,0.3,,0.7,
394802,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,153,    COVID-19 - Government income support and benefits (%),,4.5,,3.8,,5.5,,4.5,,3.8,,5.5,
394803,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,154,      COVID-19 - Emergency and recovery benefits (%),,3.8,,3.3,,4.5,,3.8,,3.3,,4.5,
394804,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,155,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,21.0,14415.0,,6590.0,,7820.0,,100.0,,100.0,,100.0,
394805,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,156,  Without total income,,830.0,,385.0,,445.0,,5.8,,5.8,,5.7,
394806,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,157,  With total income,,13590.0,,6210.0,,7380.0,,94.3,,94.2,,94.4,
394807,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,158,"    Under $10,000 (including loss)",,3275.0,,1390.0,,1885.0,,24.1,,22.4,,25.5,
394808,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,159,"    $10,000 to $19,999",,1720.0,,745.0,,980.0,,12.7,,12.0,,13.3,
394809,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,160,"    $20,000 to $29,999",,1595.0,,650.0,,945.0,,11.7,,10.5,,12.8,
394810,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,161,"    $30,000 to $39,999",,1160.0,,500.0,,660.0,,8.5,,8.1,,8.9,
394811,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,162,"    $40,000 to $49,999",,1010.0,,430.0,,575.0,,7.4,,6.9,,7.8,
394812,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,163,"    $50,000 to $59,999",,815.0,,350.0,,460.0,,6.0,,5.6,,6.2,
394813,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,164,"    $60,000 to $69,999",,635.0,,285.0,,355.0,,4.7,,4.6,,4.8,
394814,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,165,"    $70,000 to $79,999",,540.0,,265.0,,275.0,,4.0,,4.3,,3.7,
394815,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,166,"    $80,000 to $89,999",,415.0,,225.0,,190.0,,3.1,,3.6,,2.6,
394816,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,167,"    $90,000 to $99,999",,330.0,,165.0,,170.0,,2.4,,2.7,,2.3,
394817,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,168,"    $100,000 and over",,2095.0,,1205.0,,885.0,,15.4,,19.4,,12.0,
394818,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,169,"      $100,000 to $149,999",,1085.0,,575.0,,505.0,,8.0,,9.3,,6.8,
394819,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,170,"      $150,000 and over",,1010.0,,630.0,,380.0,,7.4,,10.1,,5.1,
394820,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,171,Total - After-tax income groups in 2020 for the population aged 15 years and over in private households - 100% data,22.0,14415.0,,6590.0,,7820.0,,100.0,,100.0,,100.0,
394821,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,172,  Without after-tax income,,825.0,,385.0,,445.0,,5.7,,5.8,,5.7,
394822,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,173,  With after-tax income,,13590.0,,6210.0,,7380.0,,94.3,,94.2,,94.4,
394823,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,174,"    Under $10,000 (including loss)",,3365.0,,1425.0,,1940.0,,24.8,,22.9,,26.3,
394824,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,175,"    $10,000 to $19,999",,1765.0,,760.0,,1005.0,,13.0,,12.2,,13.6,
394825,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,176,"    $20,000 to $29,999",,1700.0,,680.0,,1020.0,,12.5,,11.0,,13.8,
394826,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,177,"    $30,000 to $39,999",,1295.0,,560.0,,735.0,,9.5,,9.0,,10.0,
394827,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,178,"    $40,000 to $49,999",,1125.0,,505.0,,625.0,,8.3,,8.1,,8.5,
394828,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,179,"    $50,000 to $59,999",,890.0,,385.0,,500.0,,6.5,,6.2,,6.8,
394829,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,180,"    $60,000 to $69,999",,705.0,,350.0,,355.0,,5.2,,5.6,,4.8,
394830,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,181,"    $70,000 to $79,999",,520.0,,265.0,,250.0,,3.8,,4.3,,3.4,
394831,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,182,"    $80,000 to $89,999",,435.0,,225.0,,210.0,,3.2,,3.6,,2.8,
394832,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,183,"    $90,000 to $99,999",,350.0,,180.0,,170.0,,2.6,,2.9,,2.3,
394833,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,184,"    $100,000 and over",,1450.0,,870.0,,575.0,,10.7,,14.0,,7.8,
394834,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,185,"      $100,000 to $124,999",,580.0,,320.0,,260.0,,4.3,,5.2,,3.5,
394835,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,186,"      $125,000 and over",,865.0,,555.0,,315.0,,6.4,,8.9,,4.3,
394836,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,187,Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data,19.0,14415.0,,6590.0,,7820.0,,100.0,,100.0,,100.0,
394837,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,188,  Without employment income,,5775.0,,2425.0,,3350.0,,40.1,,36.8,,42.8,
394838,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,189,  With employment income,,8645.0,,4165.0,,4475.0,,60.0,,63.2,,57.2,
394839,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,190,"    Under $5,000 (including loss)",,1695.0,,720.0,,970.0,,19.6,,17.3,,21.7,
394840,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,191,"    $5,000 to $9,999",,910.0,,385.0,,525.0,,10.5,,9.2,,11.7,
394841,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,192,"    $10,000 to $19,999",,1110.0,,520.0,,595.0,,12.8,,12.5,,13.3,
394842,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,193,"    $20,000 to $29,999",,685.0,,310.0,,375.0,,7.9,,7.4,,8.4,
394843,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,194,"    $30,000 to $39,999",,525.0,,225.0,,300.0,,6.1,,5.4,,6.7,
394844,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,195,"    $40,000 to $49,999",,560.0,,235.0,,320.0,,6.5,,5.6,,7.2,
394845,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,196,"    $50,000 to $59,999",,465.0,,205.0,,260.0,,5.4,,4.9,,5.8,
394846,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,197,"    $60,000 to $69,999",,380.0,,195.0,,185.0,,4.4,,4.7,,4.1,
394847,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,198,"    $70,000 to $79,999",,325.0,,170.0,,155.0,,3.8,,4.1,,3.5,
394848,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,199,"    $80,000 to $89,999",,265.0,,150.0,,115.0,,3.1,,3.6,,2.6,
394849,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,200,"    $90,000 to $99,999",,245.0,,130.0,,115.0,,2.8,,3.1,,2.6,
394850,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,201,"    $100,000 and over",,1480.0,,925.0,,560.0,,17.1,,22.2,,12.5,
394851,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,202,"      $100,000 to $124,999",,470.0,,250.0,,220.0,,5.4,,6.0,,4.9,
394852,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,203,"      $125,000 and over",,1015.0,,670.0,,340.0,,11.7,,16.1,,7.6,
394853,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,204,Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data,23.0,14415.0,,6595.0,,7820.0,,100.0,,100.0,,100.0,
394854,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,205,  Number of total income recipients aged 15 years and over in private households in 2019 - 100% data,,12375.0,,5635.0,,6740.0,,85.8,,85.4,,86.2,
394855,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,206,    Median total income in 2019 among recipients ($),,29600.0,,35200.0,,25600.0,,29600.0,,35200.0,,25600.0,
394856,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,207,  Number of after-tax income recipients aged 15 years and over in private households in 2019 - 100% data,,12415.0,,5645.0,,6765.0,,86.1,,85.6,,86.5,
394857,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,208,    Median after-tax income in 2019 among recipients ($),,27800.0,,32800.0,,24000.0,,27800.0,,32800.0,,24000.0,
394858,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,209,  Number of market income recipients aged 15 years and over in private households in 2019 - 100% data,,11425.0,,5235.0,,6185.0,,79.3,,79.4,,79.1,
394859,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,210,    Median market income in 2019 among recipients ($),,30400.0,,36800.0,,25400.0,,30400.0,,36800.0,,25400.0,
