YEAR;CULTURAL_SPACE_NAME;WEBSITE;TYPE;PRIMARY_USE;ADDRESS;LOCAL_AREA;OWNERSHIP;SQUARE_FEET;NUMBER_OF_SEATS;ACTIVE_SPACE;Geom;geo_point_2d
2015;York Theatre;https://thecultch.com/locations/york-theatre/;Theatre/Performance;Theatre;639 Commercial Dr, Vancouver, BC, V5L 2W2;Grandview-Woodland;City of Vancouver;15000;370;Yes;"{""coordinates"": [-123.0707458, 49.2786795], ""type"": ""Point""}";49.2786795, -123.0707458
2014;Alliance For Arts And Culture;http://www.allianceforarts.com;Museum/Gallery;Library/Archives;938 Howe St, Vancouver, BC, V6Z 1N9;Downtown;Privately Owned;4095;30;Yes;"{""coordinates"": [-123.1228359, 49.2803099], ""type"": ""Point""}";49.2803099, -123.1228359
2014;Architectural Institute of BC Gallery;www.aibc.ca;Museum/Gallery;Museum/Gallery;440 Cambie St, Vancouver, BC, V6B 2N5;Downtown;;250;;Yes;"{""coordinates"": [-123.1095005, 49.2817199], ""type"": ""Point""}";49.2817199, -123.1095005
2014;Art Club/Bard On Beach Production Centre Theatre;;Theatre/Performance;Theatre;162 W 1st Av, Vancouver, BC, V5Y 1A4;Mount Pleasant;City of Vancouver;44500;250;Yes;"{""coordinates"": [-123.108576, 49.270223], ""type"": ""Point""}";49.270223, -123.108576
2014;Arts Club Theatre - Backstage Lounge;www.thebackstagelounge.com;Café/Restaurant/Bar;Bar/Lounge/Cabaret;1585 Johnston St, Vancouver, BC, V6H 3R9;Fairview;Government;;60;Yes;"{""coordinates"": [-123.134363, 49.272102], ""type"": ""Point""}";49.272102, -123.134363
2014;Arts Club Theatre - Granville Island Stage;www.artsclub.com;Theatre/Performance;Theatre;1585 Johnston St, Vancouver, BC, V6H 3R9;Fairview;Government;17790;430;Yes;"{""coordinates"": [-123.134362, 49.272124], ""type"": ""Point""}";49.272124, -123.134362
2014;Arts Club Theatre - Production Centre;;Studio/Rehearsal;Workshop;1377 Cartwright St, Vancouver, BC, V6H 3R7;Fairview;Government;11282;;Yes;"{""coordinates"": [-123.1347122, 49.2700047], ""type"": ""Point""}";49.2700047, -123.1347122
2014;Arts Umbrella;www.artsumbrella.com;Educational;Educational Institution;1286 Cartwright St, Vancouver, BC, V6H 3R8;Fairview;Government;18000;;Yes;"{""coordinates"": [-123.133395, 49.269611], ""type"": ""Point""}";49.269611, -123.133395
2014;Artstarts In Schools;www.artstarts.com;Museum/Gallery;Museum/Gallery;808 Richards St, Vancouver, BC, V6B 3A7;Downtown;Privately Owned;6000;;Yes;"{""coordinates"": [-123.1179808, 49.2799985], ""type"": ""Point""}";49.2799985, -123.1179808
2014;Astorino's Hall;http://www.safeamp.org/events/astorinos.html;Theatre/Performance;Performance Space;1739 Venables St, Vancouver, BC, V5L 2H3;Grandview-Woodland;Privately Owned;3000;;Yes;"{""coordinates"": [-123.0698555, 49.2769146], ""type"": ""Point""}";49.2769146, -123.0698555
2014;BAF Studio;http://www.burrardarts.org/about.html;Studio/Rehearsal;Artist Studio;108 E Broadway Av, Vancouver, BC, V5T 1V9;Mount Pleasant;Privately Owned;1200;;Yes;"{""coordinates"": [-123.102565, 49.2626666], ""type"": ""Point""}";49.2626666, -123.102565
2014;Bau-Xi Gallery;www.bau-xi.com;Museum/Gallery;Museum/Gallery;3045 Granville St, Vancouver, BC, V6H 3J9;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1391799, 49.258496], ""type"": ""Point""}";49.258496, -123.1391799
2014;BC Place Stadium;www.bcplacestadium.com;Community Space;Arena/Stadium;777 Pacific Blvd, Vancouver, BC, V6B 4Y8;Downtown;Privately Owned;247000;;Yes;"{""coordinates"": [-123.110433, 49.276156], ""type"": ""Point""}";49.276156, -123.110433
2014;BC Sports Hall of Fame Museum;www.bcsportshalloffame.com;Museum/Gallery;Museum/Gallery;777 Pacific Blvd S, Vancouver, BC, V6B 4Y8;Downtown;Government;15000;;Yes;"{""coordinates"": [-123.110438, 49.27619], ""type"": ""Point""}";49.27619, -123.110438
2014;Beaty Biodiversity Museum;http://www.beatymuseum.ubc.ca/about;Museum/Gallery;Museum/Gallery;2212 Main Mall, Vancouver, BC, V6T 1Z4;;Other;20000;;Yes;"{""coordinates"": [-123.251485, 49.2634318], ""type"": ""Point""}";49.2634318, -123.251485
2014;Biltmore, The;www.biltmorecabaret.com?;Café/Restaurant/Bar;Bar/Lounge/Cabaret;2755 Prince Edward St, Vancouver, BC, V5T 0A9;Mount Pleasant;Privately Owned;;;Yes;"{""coordinates"": [-123.0962422, 49.2603045], ""type"": ""Point""}";49.2603045, -123.0962422
2014;Blue Wave Productions;www.bluewaveproductions.com/?;Studio/Rehearsal;Film/Recording Studio;34 W 8th Av, Vancouver, BC, V5Y 1M7;Mount Pleasant;Privately Owned;3475;;Yes;"{""coordinates"": [-123.105751, 49.263547], ""type"": ""Point""}";49.263547, -123.105751
2014;Britannia Community Services Centre Society;www.britanniacentre.org;Community Space;Community Centre/Hall;1661 Napier St, Vancouver, BC, V5L 4X4;Grandview-Woodland;City of Vancouver;;;Yes;"{""coordinates"": [-123.0737717, 49.2756486], ""type"": ""Point""}";49.2756486, -123.0737717
2014;Burrardview Park Fieldhouse;https://cfapp.vancouver.ca/parkfinder_wa/index.cfm?fuseaction=FAC.ParkDetails&park_id=67;Studio/Rehearsal;Artist Studio;650 North Penticton st, Vancouver, BC, V6G 1Z4;Hastings-Sunrise;Park Board/COV;;;Yes;"{""coordinates"": [-123.0519037, 49.2912065], ""type"": ""Point""}";49.2912065, -123.0519037
2014;Café Deux Soleils;www.cafedeuxsoleils.com/?;Café/Restaurant/Bar;Café/Restaurant;2096 Commercial Dr, Vancouver, BC, V5N 4B2;Grandview-Woodland;Privately Owned;;;Yes;"{""coordinates"": [-123.0693229, 49.2659754], ""type"": ""Point""}";49.2659754, -123.0693229
2014;Canadian Memorial United Church and Centre for Peace;http://canadianmemorial.org/;Community Space;Place of Worship;1825 W 16th Av, Vancouver, BC, V6J 2M3;Kitsilano;Other;1170;100;Yes;"{""coordinates"": [-123.1468654, 49.2574655], ""type"": ""Point""}";49.2574655, -123.1468654
2014;Canadian Music Centre (Bc Region);http://www.musiccentre.ca/regions/british-columbia?field_event_region_value_many_to_one=3;Museum/Gallery;Library/Archives;837 Davie St, Vancouver, BC, V6Z 1B7;Downtown;Privately Owned;2680;;Yes;"{""coordinates"": [-123.127484, 49.278055], ""type"": ""Point""}";49.278055, -123.127484
2014;Carnegie Centre;http://vancouver.ca/parks-recreation-culture/carnegie-community-centre.aspx;Theatre/Performance;Performance Space;401 Main St, Vancouver, BC, V6A 2T7;Downtown;City of Vancouver;40000;;Yes;"{""coordinates"": [-123.1001272, 49.281052], ""type"": ""Point""}";49.281052, -123.1001272
2014;Catriona Jeffries Gallery;www.catrionajeffries.com?;Museum/Gallery;Museum/Gallery;274 E 1st Av, Vancouver, BC, V5T 1A6;Strathcona;Privately Owned;6500;;Yes;"{""coordinates"": [-123.0980394, 49.2687198], ""type"": ""Point""}";49.2687198, -123.0980394
2014;Champlain Heights Community Centre;https://vancouver.ca/parks-recreation-culture/champlain-heights-community-centre.aspx;Community Space;Community Centre/Hall;3350 Maquinna Dr, Vancouver, BC, V5S 4C6;Killarney;Park Board/COV;;;Yes;"{""coordinates"": [-123.032066348148, 49.2144480624969], ""type"": ""Point""}";49.2144480624969, -123.032066348148
2014;Chinese Cultural Centre;www.cccvan.com?;Community Space;Community Centre/Hall;50 E Pender St, Vancouver, BC, V6A 3V6;Downtown;City of Vancouver;77000;;Yes;"{""coordinates"": [-123.1032, 49.280315], ""type"": ""Point""}";49.280315, -123.1032
2014;Cineworks;http://www.cineworks.ca;Studio/Rehearsal;Film/Recording Studio;1131 Howe St, Vancouver, BC, V6Z 2L7;Downtown;City of Vancouver;3000;;Yes;"{""coordinates"": [-123.126284, 49.278543], ""type"": ""Point""}";49.278543, -123.126284
2014;Coastal Peoples Fine Arts Gallery Gastown;http://www.coastalpeoples.com;Museum/Gallery;Museum/Gallery;312 Water St, Vancouver, BC, V6B 1B6;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.109198, 49.2843539], ""type"": ""Point""}";49.2843539, -123.109198
2014;Collingwood Neighborhood House;http://www.cnh.bc.ca;Community Space;Community Centre/Hall;5288 Joyce St, Vancouver, BC, V5R 6C9;Renfrew-Collingwood;City of Vancouver;1500;;Yes;"{""coordinates"": [-123.0328014, 49.2366135], ""type"": ""Point""}";49.2366135, -123.0328014
2014;Commodore Ballroom;http://www.commodoreballroom.ca?;Café/Restaurant/Bar;Bar/Lounge/Cabaret;868 Granville St, Vancouver, BC, V6Z 1K3;Downtown;Privately Owned;4205;;Yes;"{""coordinates"": [-123.1208909, 49.2806189], ""type"": ""Point""}";49.2806189, -123.1208909
2014;Creekside Community Centre;http://vancouver.ca/parks-recreation-culture/creekside-community-recreation-centre.aspx;Community Space;Community Centre/Hall;1 Athletes Way, Vancouver, BC, V5Y 0B1;Mount Pleasant;Park Board/COV;;;Yes;"{""coordinates"": [-123.1057142, 49.2717878], ""type"": ""Point""}";49.2717878, -123.1057142
2014;David Lam Multi-Purpose Hall;;Community Space;Community Centre/Hall;50 E Pender St, Vancouver, BC, V6A 3V6;Downtown;City of Vancouver;;;Yes;"{""coordinates"": [-123.103387, 49.280254], ""type"": ""Point""}";49.280254, -123.103387
2014;Djavad Mowafaghian Cinema;http://www.sfu.ca/mecs/facilities/goldcorp-centre-for-the-arts/meeting-rooms/djavadmowafaghian.html;Theatre/Performance;Cinema;149 W Hastings St, Vancouver, BC, V6B 1H4;Downtown;Other;;350;Yes;"{""coordinates"": [-123.108528, 49.282364], ""type"": ""Point""}";49.282364, -123.108528
2014;Dorothy Somerset Studio Theatre;;Theatre/Performance;Theatre;6361 University Blvd, Vancouver, BC, V6T 1Z2;;Government;;120;Yes;"{""coordinates"": [-123.2543722, 49.2643788], ""type"": ""Point""}";49.2643788, -123.2543722
2014;Dunbar Community Centre;http://dunbarcentre.org/dunbar/;Community Space;Community Centre/Hall;4747 Dunbar St, Vancouver, BC, V6S 2H2;Dunbar-Southlands;Park Board/COV;;;Yes;"{""coordinates"": [-123.188251960704, 49.2428154263277], ""type"": ""Point""}";49.2428154263277, -123.188251960704
2014;Dundarave Print Workshop & Gallery;www.dundaraveprintworkshop.com;Museum/Gallery;Museum/Gallery;1640 Johnston St, Vancouver, BC, V6H 3S2;Fairview;Privately Owned;230;;Yes;"{""coordinates"": [-123.1353489, 49.2721848], ""type"": ""Point""}";49.2721848, -123.1353489
2014;Eagle Spirit Gallery;www.eaglespiritgallery.com;Museum/Gallery;Museum/Gallery;1803 Maritime Mews, Vancouver, BC, V6H 3W7;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.136077, 49.2710507], ""type"": ""Point""}";49.2710507, -123.136077
2014;East Van Studios;http://eastvanstudios.wordpress.com/;Studio/Rehearsal;Film/Recording Studio;870 E Cordova St, Vancouver, BC, V6A 1M4;Strathcona;Privately Owned;1500;;Yes;"{""coordinates"": [-123.0854969, 49.2817549], ""type"": ""Point""}";49.2817549, -123.0854969
2014;Edam Performing Arts Society;www.edamdance.org?;Studio/Rehearsal;Rehearsal Studio;303 E 8th Av, Vancouver, BC, V5T 1S1;Mount Pleasant;Privately Owned;2240;;Yes;"{""coordinates"": [-123.098697, 49.263935], ""type"": ""Point""}";49.263935, -123.098697
2014;Electric Owl;www.electricowl.ca;Café/Restaurant/Bar;Bar/Lounge/Cabaret;928 Main St, Vancouver, BC, V6A 2W1;Strathcona;Privately Owned;8000;;Yes;"{""coordinates"": [-123.0997603, 49.2762334], ""type"": ""Point""}";49.2762334, -123.0997603
2014;Elm Park Field House;http://vancouver.ca/parks-recreation-culture/elm-park-fieldhouse.aspx;Studio/Rehearsal;Artist Studio;5800 Elm St, Vancouver, BC, V6N 1A3;Kerrisdale;Park Board/COV;530;;Yes;"{""coordinates"": [-123.1641351, 49.2341311], ""type"": ""Point""}";49.2341311, -123.1641351
2014;FanClub;http://vancouverfanclub.ca/;Theatre/Performance;Performance Space;1050 Granville St, Vancouver, BC, V6Z 1L2;Downtown;Privately Owned;6500;;Yes;"{""coordinates"": [-123.1235587, 49.2784977], ""type"": ""Point""}";49.2784977, -123.1235587
2014;Federation Gallery;http://artists.ca/federation_gallery;Museum/Gallery;Museum/Gallery;1241 Cartwright St, Vancouver, BC, V6H 4B7;Fairview;Privately Owned;1200;;Yes;"{""coordinates"": [-123.13225, 49.269582], ""type"": ""Point""}";49.269582, -123.13225
2014;Fortune Sound Club;http://www.fortunesoundclub.com/;Theatre/Performance;Performance Space;147 E Pender St, Vancouver, BC, V6A 1T5;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.1008605, 49.2806621], ""type"": ""Point""}";49.2806621, -123.1008605
2014;Frederic Wood Theatre;http://www.theatre.ubc.ca/facilities_images.shtml;Theatre/Performance;Theatre;6354 Crescent Rd, Vancouver, BC, V6T 1Z2;;Government;;400;Yes;"{""coordinates"": [-123.2572691, 49.268215], ""type"": ""Point""}";49.268215, -123.2572691
2014;Gallery of BC Ceramics;http://www.bcpotters.com/Gallery/index.php;Museum/Gallery;Museum/Gallery;1359 Cartwright St, Vancouver, BC, V6H 3R7;Fairview;Non-Profit;;;Yes;"{""coordinates"": [-123.134283, 49.270046], ""type"": ""Point""}";49.270046, -123.134283
2014;Gam Gallery;http://gamgallery.com/contact/;Museum/Gallery;Museum/Gallery;110 E Hastings St, Vancouver, BC, V6N 1N4;Downtown;;2000;;Yes;"{""coordinates"": [-123.101858, 49.2813343], ""type"": ""Point""}";49.2813343, -123.101858
2014;Goldcorp Centre for the Arts SFU;www.sfu.ca;Educational;Educational Institution;149 W Hastings St, Vancouver, BC, V6B 1H4;Downtown;Other;125000;;Yes;"{""coordinates"": [-123.108696, 49.28243], ""type"": ""Point""}";49.28243, -123.108696
2014;Granville Island Gallery;www.granvilleislandgallery.com?;Museum/Gallery;Museum/Gallery;1494 Old Bridge St, Vancouver, BC, V6H 3S6;Fairview;Government;;;Yes;"{""coordinates"": [-123.134769, 49.270213], ""type"": ""Point""}";49.270213, -123.134769
2014;Green Thumb Theatre for Young People- Studio 1;www.greenthumb.bc.ca;Studio/Rehearsal;Rehearsal Studio;5560 Mckinnon St, Vancouver, BC, V5R 0B6;Renfrew-Collingwood;Privately Owned;2030;;Yes;"{""coordinates"": [-123.038613, 49.234069], ""type"": ""Point""}";49.234069, -123.038613
2014;H.R. Macmillan Space Centre;http://www.spacecentre.ca/;Museum/Gallery;Garden/Aquarium/Science Centre;1100 Chestnut St, Vancouver, BC, V6J 3J9;Kitsilano;City of Vancouver;;;Yes;"{""coordinates"": [-123.144299, 49.276361], ""type"": ""Point""}";49.276361, -123.144299
2014;Harbour Dance Center;http://www.harbourdance.com/;Studio/Rehearsal;Rehearsal Studio;927 Granville St, Vancouver, BC, V6Z 1L3;Downtown;Privately Owned;9781;;Yes;"{""coordinates"": [-123.1221484, 49.2799092], ""type"": ""Point""}";49.2799092, -123.1221484
2014;Hastings Mill Store Museum;www.hastings-mill-museum.ca?;Museum/Gallery;Museum/Gallery;1575 Alma St, Vancouver, BC, V6R 3P3;West Point Grey;City of Vancouver;2000;;Yes;"{""coordinates"": [-123.185988, 49.272817], ""type"": ""Point""}";49.272817, -123.185988
2014;Havana Gallery;www.havanarestaurant.ca;Museum/Gallery;Museum/Gallery;1212 Commercial Dr, Vancouver, BC, V5L 3X4;Grandview-Woodland;Privately Owned;;;Yes;"{""coordinates"": [-123.069421, 49.273662], ""type"": ""Point""}";49.273662, -123.069421
2014;Heffel Gallery Ltd;www.heffel.com;Museum/Gallery;Museum/Gallery;2247 Granville St, Vancouver, BC, V6H 3G1;Fairview;Privately Owned;7500;;Yes;"{""coordinates"": [-123.1389124, 49.2654685], ""type"": ""Point""}";49.2654685, -123.1389124
2014;Heritage Hall;www.heritagehall.bc.ca;Community Space;Community Centre/Hall;3102 Main St, Vancouver, BC, V5T 3G7;Mount Pleasant;City of Vancouver;3300;150;Yes;"{""coordinates"": [-123.100944, 49.257332], ""type"": ""Point""}";49.257332, -123.100944
2014;Hillcrest Centre;http://vancouver.ca/parks-recreation-culture/hillcrest-centre.aspx;Community Space;Community Centre/Hall;4575 Clancy Loranger Way, Vancouver, BC, V5Y 2M4;Riley Park;Park Board/COV;;;Yes;"{""coordinates"": [-123.104291617649, 49.2416922650002], ""type"": ""Point""}";49.2416922650002, -123.104291617649
2014;Improv Centre, The;www.vtsl.com;Theatre/Performance;Performance Space;1502 Duranleau St, Vancouver, BC, V6H 3S4;Fairview;Government;2188;186;Yes;"{""coordinates"": [-123.136248, 49.270764], ""type"": ""Point""}";49.270764, -123.136248
2014;Jericho Beach;;Community Space;Plaza/Park/Band Shell;3941 Point Grey Rd., Vancouver, BC, V6R 1B5;West Point Grey;City of Vancouver;250799;;Yes;"{""coordinates"": [-123.1912389, 49.2711948], ""type"": ""Point""}";49.2711948, -123.1912389
2014;Jewish Community Centre;www.jewishmuseum.ca?;Community Space;Community Centre/Hall;950 W 41st Av, Vancouver, BC, V5Z 2N7;Oakridge;Non-Profit;14000;;Yes;"{""coordinates"": [-123.125991, 49.233444], ""type"": ""Point""}";49.233444, -123.125991
2014;John Hendry Park (Trout Lake);;Community Space;Plaza/Park/Band Shell;3300 Victoria Dr, Vancouver, BC, V5N 4L9;Kensington-Cedar Cottage;Park Board/COV;160565;;Yes;"{""coordinates"": [-123.06391, 49.25716], ""type"": ""Point""}";49.25716, -123.06391
2014;Kafka's Coffee and Tea;www.kafkascoffee.ca;Café/Restaurant/Bar;Café/Restaurant;2525 Main St, Vancouver, BC, V5T 3E5;Mount Pleasant;Privately Owned;;;Yes;"{""coordinates"": [-123.1014219, 49.2623554], ""type"": ""Point""}";49.2623554, -123.1014219
2014;Kerrisdale Community Centre;http://vancouver.ca/parks-recreation-culture/kerrisdale-community-centre.aspx;Community Space;Community Centre/Hall;5851 West Blvd, Vancouver, BC, V6M 3W9;Kerrisdale;Park Board/COV;;;Yes;"{""coordinates"": [-123.157092907213, 49.2331853554205], ""type"": ""Point""}";49.2331853554205, -123.157092907213
2014;Langara College - School of Creative And Applied Arts;;Educational;Educational Institution;100 W 49th Av, Vancouver, BC, V5Y 2Z6;Oakridge;Government;;;Yes;"{""coordinates"": [-123.108305, 49.225191], ""type"": ""Point""}";49.225191, -123.108305
2014;Lattimer Gallery;www.lattimergallery.com?;Museum/Gallery;Museum/Gallery;1590 W 2nd Av, Vancouver, BC, V6J 1H2;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1406592, 49.2696829], ""type"": ""Point""}";49.2696829, -123.1406592
2014;Little Mountain Gallery;www.littlemountaingallery.com;Museum/Gallery;Museum/Gallery;195 E 26th Av, Vancouver, BC, V5V 2G8;Riley Park;Privately Owned;;;Yes;"{""coordinates"": [-123.1014023, 49.2480158], ""type"": ""Point""}";49.2480158, -123.1014023
2014;Lumbermen's Arch;;Community Space;Plaza/Park/Band Shell;, Vancouver, BC,;;City of Vancouver;66120;;Yes;"{""coordinates"": [-123.131707, 49.302981], ""type"": ""Point""}";49.302981, -123.131707
2014;MakerLabs;www.makerlabs.ca;Studio/Rehearsal;Workshop;221 E 10th Av, Vancouver, BC,;Mount Pleasant;Privately Owned;9500;;Yes;"{""coordinates"": [-123.0997391, 49.2623075], ""type"": ""Point""}";49.2623075, -123.0997391
2014;Malkin Bowl, The;www.malkinbowl.com;Theatre/Performance;Theatre;610 Pipeline Rd, Vancouver, BC, V6G 3E2;;City of Vancouver;13105;2200;Yes;"{""coordinates"": [-123.133438, 49.298848], ""type"": ""Point""}";49.298848, -123.133438
2014;Marpole-Oakridge Community Centre;http://www.marpoleoakridge.org/;Community Space;Community Centre/Hall;990 W 59th Av, Vancouver, BC, V6P 1X9;Marpole;Park Board/COV;;;Yes;"{""coordinates"": [-123.127481913823, 49.2144740996897], ""type"": ""Point""}";49.2144740996897, -123.127481913823
2014;McBride field House;http://locomotoart.weebly.com/mcbride;Studio/Rehearsal;Artist Studio;3350 W 4th Av, Vancouver, BC,;Kitsilano;Park Board/COV;;;Yes;"{""coordinates"": [-123.1786705, 49.2680825], ""type"": ""Point""}";49.2680825, -123.1786705
2014;Media Club, The;www.themediaclub.ca?;Café/Restaurant/Bar;Bar/Lounge/Cabaret;695 Cambie St, Vancouver, BC, V6B 2P1;Downtown;City of Vancouver;;;Yes;"{""coordinates"": [-123.1131599, 49.2794398], ""type"": ""Point""}";49.2794398, -123.1131599
2014;Mergatroid Building, The;http://www.mergatroid.ca/;Studio/Rehearsal;Artist Studio;975 Vernon Drive, Vancouver, BC, V6A 3P2;Strathcona;Privately Owned;33500;;Yes;"{""coordinates"": [-123.07867, 49.276097], ""type"": ""Point""}";49.276097, -123.07867
2014;Metro Theatre Workshop and Rehearsal Hall;;Studio/Rehearsal;Rehearsal Studio;8960 Oak St, Vancouver, BC, V6P 4B7;Marpole;Privately Owned;;;Yes;"{""coordinates"": [-123.1300261, 49.203966], ""type"": ""Point""}";49.203966, -123.1300261
2014;Moberly Park Field House;http://vancouver.ca/parks-recreation-culture/moberly-park-fieldhouse.aspx;Studio/Rehearsal;Artist Studio;7646 Prince Albert, Vancouver, BC, V5X 3Z4;Sunset;Park Board/COV;;;Yes;"{""coordinates"": [-123.087095, 49.215253], ""type"": ""Point""}";49.215253, -123.087095
